epoch,age_output_loss,age_output_sparse_categorical_accuracy,gender_output_binary_accuracy,gender_output_loss,learning_rate,loss,race_output_loss,race_output_sparse_categorical_accuracy,val_age_output_loss,val_age_output_sparse_categorical_accuracy,val_gender_output_binary_accuracy,val_gender_output_loss,val_loss,val_race_output_loss,val_race_output_sparse_categorical_accuracy
,,,,,,,,,,,,,,,
0,1.2897334098815918,0.4657441973686218,0.8558720946311951,0.3333447277545929,0.001,2.7779247760772705,1.1537314653396606,0.5668139457702637,1.167102336883545,0.513511062,0.8725579977035522,0.28564509749412537,2.4832065105438232,1.0224376916885376,0.6091838479042053
,,,,,,,,,,,,,,,
1,1.225222110748291,0.49154651165008545,0.8679883480072021,0.29875943064689636,0.001,2.6328964233398438,1.107894778251648,0.5812790989875793,1.1446130275726318,0.5259265899658203,0.8799525499343872,0.2741459608078003,2.4398210048675537,1.013224720954895,0.6132006645202637
,,,,,,,,,,,,,,,
2,1.2126197814941406,0.4932093024253845,0.8701744079589844,0.2940874397754669,0.001,2.6095428466796875,1.101835012435913,0.5832442045211792,1.145728588104248,0.5265656113624573,0.8795873522758484,0.2692716717720032,2.4305968284606934,1.007926344871521,0.6120138764381409
,,,,,,,,,,,,,,,
3,1.2067450284957886,0.4973255693912506,0.8713604807853699,0.2925928235054016,0.001,2.596278667449951,1.096028208732605,0.5843372344970703,1.1330928802490234,0.5277523994445801,0.8795873522758484,0.2678548991680145,2.413529396057129,1.0047814846038818,0.6168522834777832
,,,,,,,,,,,,,,,
4,1.2023062705993652,0.4984069764614105,0.8726046681404114,0.28878673911094666,0.001,2.58691144,1.0948097705841064,0.5865116119384766,1.1366534233093262,0.5235530138015747,0.8809567093849182,0.2662157416343689,2.4152915477752686,1.0048788785934448,0.6157568097114563
,,,,,,,,,,,,,,,
5,1.200564980506897,0.5007790923118591,0.872383714,0.2888028025627136,0.001,2.5861005783081055,1.095852255821228,0.5863953232765198,1.136475920677185,0.5260179042816162,0.8820522427558899,0.26642224192619324,2.4143104553222656,1.0038377046585083,0.6163958311080933
,,,,,,,,,,,,,,,
6,1.1959344148635864,0.5013488531112671,0.8737325668334961,0.2866191565990448,0.001,2.575730085372925,1.0921285152435303,0.5870581269264221,1.138403058052063,0.527204692,0.8814131617546082,0.2649272680282593,2.4095025062561035,0.9983705282211304,0.618221641
,,,,,,,,,,,,,,,
7,1.195930004119873,0.49919766187667847,0.8738953471183777,0.28493213653564453,0.001,2.571227550506592,1.0894310474395752,0.588209331,1.1340941190719604,0.5292130708694458,0.8835128545761108,0.26405540108680725,2.4064972400665283,1.0006606578826904,0.6167610287666321
,,,,,,,,,,,,,,,
8,1.1897355318069458,0.5025581121444702,0.8738721013069153,0.28478220105171204,0.001,2.5641987323760986,1.0886777639389038,0.5881162881851196,1.131489634513855,0.5237356424331665,0.8828738331794739,0.26529791951179504,2.402033805847168,0.9977157115936279,0.618495524
,,,,,,,,,,,,,,,
9,1.188187599182129,0.5057441592216492,0.8733255863189697,0.28671929240226746,0.001,2.5641560554504395,1.0883272886276245,0.5869651436805725,1.134525179862976,0.5261091589927673,0.8832389712333679,0.26371777057647705,2.403578996658325,0.9976597428321838,0.61740005
,,,,,,,,,,,,,,,
10,1.1883904933929443,0.5042325854301453,0.8754186034202576,0.2836840748786926,0.001,2.5618834495544434,1.0888891220092773,0.5885581374168396,1.129785418510437,0.5283001661300659,0.8829651474952698,0.2635944187641144,2.399000883102417,0.9980509281158447,0.6189519762992859
,,,,,,,,,,,,,,,
11,1.1875596046447754,0.505732536,0.8740581274032593,0.2843858003616333,0.001,2.5569040775299072,1.0839869976043701,0.5872442126274109,1.1332379579544067,0.5277523994445801,0.8825086951255798,0.26269519329071045,2.4042134284973145,1.0006204843521118,0.6159393787384033
,,,,,,,,,,,,,,,
12,1.183933138847351,0.5055232644081116,0.8760814070701599,0.28241533041000366,0.001,2.5523581504821777,1.0850833654403687,0.5908371806144714,1.1306298971176147,0.5293043851852417,0.881778359,0.26292312145233154,2.3972184658050537,0.9962541460990906,0.617856503
,,,,,,,,,,,,,,,
13,1.1843260526657104,0.5035930275917053,0.8756744265556335,0.2818249464035034,0.001,2.5537984371185303,1.0867671966552734,0.5887325406074524,1.1293151378631592,0.5232791900634766,0.8845170736312866,0.26296621561050415,2.3985137939453125,0.9987220764160156,0.618221641
,,,,,,,,,,,,,,,
14,1.1816365718841553,0.5063837170600891,0.8753721117973328,0.28118813037872314,0.001,2.5485198497772217,1.084775686264038,0.5874767303466797,1.1252387762069702,0.5271133780479431,0.8828738331794739,0.262847364,2.393333911895752,0.9975952506065369,0.618039072
,,,,,,,,,,,,,,,
15,1.1813033819198608,0.5052441954612732,0.8761511445045471,0.2812676727771759,0.001,2.5474278926849365,1.0840476751327515,0.5893488526344299,1.1290839910507202,0.5267482399940491,0.8832389712333679,0.26162341237068176,2.391813039779663,0.9934831857681274,0.6189519762992859
,,,,,,,,,,,,,,,
16,1.1794272661209106,0.5070697665214539,0.8746628165245056,0.28236278891563416,0.001,2.5471463203430176,1.0844528675079346,0.5891278982162476,1.1260383129119873,0.5314040780067444,0.8824173808097839,0.26353389024734497,2.3906009197235107,0.9932906627655029,0.6183129549026489
,,,,,,,,,,,,,,,
